Dataset,Precision,Recall,Accuracy,F1,Runtime,rfc__bootstrap,rfc__ccp_alpha,rfc__class_weight,rfc__criterion,rfc__max_depth,rfc__max_features,rfc__max_leaf_nodes,rfc__max_samples,rfc__min_impurity_decrease,rfc__min_samples_leaf,rfc__min_samples_split,rfc__min_weight_fraction_leaf,rfc__n_estimators,rfc__oob_score,rfc__random_state,rfc__verbose,rfc__warm_start
fc_valid_lb_mm_0-100,0.934309075021845,0.9626346970191725,0.934309075021845,0.9074359087111384,838.1464312076569,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,16,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.9350160781742687,0.9629974400744705,0.9350160781742687,0.9085918802011286,845.1631014347076,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,16,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.9345753561453604,0.962234388048622,0.9345753561453604,0.9081952138024653,841.2183256149292,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,16,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.9379226336420283,0.968064426548181,0.9379226336420283,0.9132228698670508,839.6897602081299,True,0.0,balanced,entropy,30,auto,None,None,0.0,2,8,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.9371445534654084,0.9678553020008435,0.9371445534654084,0.9112567004169149,842.4504902362823,True,0.0,balanced,entropy,30,auto,None,None,0.0,2,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.9371506199056869,0.968917221162347,0.9371506199056869,0.9118696766000306,845.6646485328674,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,23,0.0,100,False,42,0,False
lr_valid_lb_none,0.9336437118290284,0.9640971898773483,0.9336437118290284,0.9278583502208608,2047.7064394950867,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,8,0.0,100,False,42,0,False
lr_valid_lb_none,0.9340350575700292,0.9655118934532695,0.9340350575700292,0.9284429323763806,2051.3266549110413,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,8,0.0,100,False,42,0,False
lr_valid_lb_none,0.9333975009023564,0.9659661016949153,0.9333975009023564,0.927897586662449,2067.3074190616608,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,8,0.0,100,False,42,0,False
lr_valid_lb_std,0.9275213059038595,0.962482074338204,0.9275213059038595,0.9216437644395372,2037.3018939495087,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,4,0.0,100,False,42,0,False
lr_valid_lb_std,0.9276167257556378,0.9630338904363974,0.9276167257556378,0.9219273717153386,2111.5706050395966,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,4,0.0,100,False,42,0,False
lr_valid_lb_std,0.9267675250787331,0.9615906623235614,0.9267675250787331,0.9207790278860792,2114.3820848464966,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,4,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9283339204550336,0.9587407307014657,0.9283339204550336,0.9223204224368347,2087.3236751556396,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,4,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9274733395777298,0.9576964853751261,0.9274733395777298,0.9212613116895233,2062.38716006279,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,4,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9284781637631859,0.9584649675356139,0.9284781637631859,0.9223538188939663,2067.577668428421,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,4,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9273640814223139,0.9597910216718266,0.9273640814223139,0.9214478780616937,2104.400695323944,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,4,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9280876305917297,0.9598227245456833,0.9280876305917297,0.9221229559251443,2095.462301015854,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,4,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9291057916119113,0.9608547141249079,0.9291057916119113,0.9230554105451563,2079.5521216392517,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,4,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.9330429628102368,0.9640571051712767,0.9330429628102368,0.9272920631366842,2111.9016773700714,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,4,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.9331065467446675,0.9667526623086921,0.9331065467446675,0.9275391988089146,2114.372827529907,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,8,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.9337177030614963,0.9637970463971471,0.9337177030614963,0.9280235878104764,2111.194066286087,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,4,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.9351898777669928,0.9558104331625524,0.9351898777669928,0.9288523013380859,2070.613851547241,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,8,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.9359621993127147,0.9612858222403069,0.9359621993127147,0.9301248640743934,2059.320353269577,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,16,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.936343716433942,0.9569467070048872,0.936343716433942,0.9301764439752677,2064.084646463394,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,8,0.0,100,False,42,0,False
fc_valid_lb_none,0.9357230956581474,0.964038470473447,0.9357230956581474,0.9097446015565055,1319.1792559623718,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,14,0.0,100,False,42,0,False
fc_valid_lb_none,0.9347001825586294,0.9619560174445578,0.9347001825586294,0.9083302302148818,1295.1409583091736,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,18,0.0,100,False,42,0,False
fc_valid_lb_none,0.9357740847182306,0.9649867126672572,0.9357740847182306,0.9096422607014151,1277.4994378089905,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,16,0.0,100,False,42,0,False
fc_valid_lb_std,0.9334738156559744,0.9635924584378193,0.9334738156559744,0.9068659586556532,1299.4792728424072,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,3,0.0,100,False,42,0,False
fc_valid_lb_std,0.9310845631295386,0.9603559116742756,0.9310845631295386,0.9033148566045177,1285.0988819599152,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,14,0.0,100,False,42,0,False
fc_valid_lb_std,0.9347286603923772,0.9605330599692465,0.9347286603923772,0.9079057476326801,1276.5433406829834,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,3,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9335372896700278,0.959607240913956,0.9335372896700278,0.9064175824175823,1273.581491470337,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,2,6,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9338393777527879,0.9631710941853985,0.9338393777527879,0.9073369208557552,1270.9410727024078,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,18,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9330887518538756,0.9629526332914982,0.9330887518538756,0.9062513670764251,1327.4168739318848,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,20,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9322809318593467,0.9610565053337681,0.9322809318593467,0.9048882650935328,1327.3572764396667,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,18,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9333510231476423,0.9636287625418061,0.9333510231476423,0.9066870629370629,1280.3994612693787,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,20,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9341823914095301,0.9609990214808257,0.9341823914095301,0.907247333113384,1283.591394662857,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,16,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.935084597615034,0.9643868691089752,0.935084597615034,0.9089914440140922,1284.634417295456,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,16,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.9352124986343275,0.963566323215446,0.9352124986343275,0.9091147942986009,1289.1122999191284,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,14,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.9337433079960668,0.9656839951641403,0.9337433079960668,0.9072759441689784,1351.97331905365,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,16,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.9374014580308778,0.9683365058730674,0.9374014580308778,0.9122998862741668,1301.2204172611237,True,0.0,balanced,entropy,30,auto,None,None,0.0,2,3,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.93731553056922,0.9680424857914842,0.93731553056922,0.9119234651336288,1288.307908296585,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,21,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.9373555319547698,0.9699478972832155,0.9373555319547698,0.9122530681892761,1286.9268593788147,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,2,18,0.0,100,False,42,0,False
lr_valid_lb_none,0.9338653915616024,0.9622887118709929,0.9338653915616024,0.9279611796005546,3126.96679520607,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,6,0.0,100,False,42,0,False
lr_valid_lb_none,0.9351042338276381,0.9628099974793012,0.9351042338276381,0.9293555058535079,3107.3466539382935,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,6,0.0,100,False,42,0,False
lr_valid_lb_none,0.9334547516365698,0.9630949844049672,0.9334547516365698,0.9277250079310281,3071.7480783462524,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,6,0.0,100,False,42,0,False
lr_valid_lb_std,0.9269085002707093,0.9612916981644085,0.9269085002707093,0.9210255076931649,3046.585133075714,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,4,0.0,100,False,42,0,False
lr_valid_lb_std,0.9250287657352866,0.9609399194797151,0.9250287657352866,0.919174620219768,3040.862104177475,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,4,0.0,100,False,42,0,False
lr_valid_lb_std,0.9254987236456462,0.9579254845823499,0.9254987236456462,0.9195216608174104,3032.739881515503,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,3,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9287664411552594,0.9603858745132984,0.9287664411552594,0.9227848454673206,3023.5008506774902,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,4,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9266021152474805,0.9576016299602212,0.9266021152474805,0.9203397890771426,3023.621637582779,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,4,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9273259808974095,0.957995706743507,0.9273259808974095,0.9213186404426466,3009.240919113159,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,4,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9294592621225787,0.9619522028182118,0.9294592621225787,0.9235894000297752,3052.7994570732117,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,4,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9291636238670046,0.9590841349410649,0.9291636238670046,0.9231958714869913,3054.266288757324,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,3,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9298639034952056,0.9612530755371292,0.9298639034952056,0.9239922902874381,3046.5191130638123,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,4,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.9337425000429797,0.9674511476426799,0.9337425000429797,0.9283096783794342,3071.472685098648,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,6,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.9329937640652111,0.9641702638353884,0.9329937640652111,0.9273791902886773,3072.569904088974,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,6,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.9328253062767401,0.9658690517675301,0.9328253062767401,0.9273333890948969,3064.412285089493,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,6,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.9361998179100888,0.9656222718013386,0.9361998179100888,0.9305625666049695,3034.7982149124146,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,21,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.9369233940934939,0.964448319287029,0.9369233940934939,0.9313115628186301,3025.248619556427,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,21,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.935678245098292,0.9617623093935513,0.935678245098292,0.9298247259291214,3008.5082473754883,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,18,0.0,100,False,42,0,False
fc_valid_lb_none,0.9364668050764116,0.9653617258694439,0.9364668050764116,0.9107377840161417,750.9758393764496,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,14,0.0,150,False,42,0,False
fc_valid_lb_none,0.9364293633567045,0.9636911662415952,0.9364293633567045,0.9107921551440781,740.1382868289948,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,14,0.0,100,False,42,0,False
fc_valid_lb_none,0.9348898953615493,0.9643872651843565,0.9348898953615493,0.9084681757305639,772.715761423111,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,14,0.0,125,False,42,0,False
fc_valid_lb_std,0.9321509975957786,0.9593352520657321,0.9321509975957786,0.9048557292350804,773.5110950469971,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,14,0.0,150,False,42,0,False
fc_valid_lb_std,0.932094431181638,0.9629955132059762,0.932094431181638,0.9053707327679931,777.8047475814819,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,14,0.0,75,False,42,0,False
fc_valid_lb_std,0.9360363454693061,0.9624895416937808,0.9360363454693061,0.9099778075630067,750.035315990448,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,14,0.0,150,False,42,0,False
fc_valid_lb_mm_0-1,0.9337424654111621,0.9603425805250418,0.9337424654111621,0.906761597116927,752.4045736789703,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,14,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9323553764196779,0.9607049851190477,0.9323553764196779,0.9051437083771469,756.6062893867493,True,0.0,balanced,entropy,30,auto,None,None,0.0,2,3,0.0,150,False,42,0,False
fc_valid_lb_mm_0-1,0.9340465406840543,0.9580012119517084,0.9340465406840543,0.9068325721975865,736.6982090473175,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,14,0.0,125,False,42,0,False
fc_valid_lb_mm_0-10,0.9332989835589489,0.9586383772441128,0.9332989835589489,0.9058782056931347,754.0395917892456,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,14,0.0,125,False,42,0,False
fc_valid_lb_mm_0-10,0.9339722777222778,0.9609585853885528,0.9339722777222778,0.9070983044891505,740.138872385025,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,14,0.0,150,False,42,0,False
fc_valid_lb_mm_0-10,0.9333863994630957,0.961292119186856,0.9333863994630957,0.9065919635822464,738.5551578998566,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,14,0.0,75,False,42,0,False
fc_valid_lb_mm_0-100,0.9369047247291009,0.9640829999069508,0.9369047247291009,0.9111575244586128,764.2590277194977,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,14,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.9350996065696622,0.964395277493725,0.9350996065696622,0.9089435524500032,757.6530637741089,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,14,0.0,150,False,42,0,False
fc_valid_lb_mm_0-100,0.9343025797988631,0.9623678450002329,0.9343025797988631,0.907605472953682,730.5026059150696,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,14,0.0,75,False,42,0,False
fc_valid_lb_mm_0-1000,0.9368245142750047,0.9673427614439896,0.9368245142750047,0.9113580084587908,761.1683828830719,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,2,3,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.9360592240894609,0.9654819501302568,0.9360592240894609,0.9102232358229903,767.8256511688232,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,2,3,0.0,150,False,42,0,False
fc_valid_lb_mm_0-1000,0.9373692591089325,0.9690228497120564,0.9373692591089325,0.9122906737790214,757.5281257629395,True,0.0,balanced,entropy,30,auto,None,None,0.0,2,3,0.0,100,False,42,0,False
lr_valid_lb_none,0.9347406026983159,0.9600681668538673,0.9347406026983159,0.9288156551226686,1845.6281275749207,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,3,0.0,125,False,42,0,False
lr_valid_lb_none,0.9332429161265955,0.9583034901953194,0.9332429161265955,0.9271727832039481,1850.5265126228333,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,3,0.0,150,False,42,0,False
lr_valid_lb_none,0.9327420546932742,0.9574051834347035,0.9327420546932742,0.9266404199475066,1848.1139483451843,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,3,0.0,125,False,42,0,False
lr_valid_lb_std,0.9263414717960172,0.9602471957999962,0.9263414717960172,0.920395885171018,1886.8849911689758,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,3,0.0,150,False,42,0,False
lr_valid_lb_std,0.9263030469534758,0.9624065972356654,0.9263030469534758,0.9205302918086209,1878.6993544101715,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,3,0.0,125,False,42,0,False
lr_valid_lb_std,0.9269392276579849,0.9595738498789346,0.9269392276579849,0.9209176085663296,1914.4149861335754,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,3,0.0,125,False,42,0,False
lr_valid_lb_mm_0-1,0.9269749336174821,0.9555628830785942,0.9269749336174821,0.9206002167657062,1900.7710003852844,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,3,0.0,150,False,42,0,False
lr_valid_lb_mm_0-1,0.9273961421145337,0.9551989755330914,0.9273961421145337,0.92096155644935,1927.3925158977509,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,3,0.0,150,False,42,0,False
lr_valid_lb_mm_0-1,0.9263901784793149,0.9550496318887314,0.9263901784793149,0.9199004602776634,1928.9971854686737,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,3,0.0,150,False,42,0,False
lr_valid_lb_mm_0-10,0.9295727464825027,0.9595155843651748,0.9295727464825027,0.9234303644972403,1878.9665389060974,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,3,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.928413074860796,0.9603779808681142,0.928413074860796,0.9223730677127497,1901.9480543136597,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,3,0.0,150,False,42,0,False
lr_valid_lb_mm_0-10,0.927612030023531,0.9584723407556831,0.927612030023531,0.9214145199936601,1908.7552516460419,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,3,0.0,150,False,42,0,False
lr_valid_lb_mm_0-100,0.9324890889721297,0.9627473806752037,0.9324890889721297,0.9266279482343276,1905.2528281211853,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,3,0.0,125,False,42,0,False
lr_valid_lb_mm_0-100,0.932641418654203,0.9620199284124988,0.932641418654203,0.9269229335222401,1910.1195220947266,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,3,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.9317881249677963,0.9630261220060461,0.9317881249677963,0.9259980435086412,1900.5523371696472,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,3,0.0,125,False,42,0,False
lr_valid_lb_mm_0-1000,0.9344001786665292,0.9583705313822148,0.9344001786665292,0.928223009614752,1798.4173257350922,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,14,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.9364257183352661,0.9587276958882855,0.9364257183352661,0.9303533618783231,1843.1926910877228,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,14,0.0,150,False,42,0,False
lr_valid_lb_mm_0-1000,0.9357756399244116,0.9603739550400527,0.9357756399244116,0.9297967231585371,1836.9376139640808,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,14,0.0,125,False,42,0,False
fc_valid_lb_none,0.9354219350004683,0.9631535038932146,0.9354219350004683,0.9094728549858859,1123.9271099567413,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,14,0.0,162,False,42,0,False
fc_valid_lb_none,0.9370501631512389,0.9654323282070343,0.9370501631512389,0.9115595525334504,1147.9865510463715,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,14,0.0,125,False,42,0,False
fc_valid_lb_none,0.935539797575909,0.9640076460441046,0.935539797575909,0.9092588113717817,1121.091626405716,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,14,0.0,162,False,42,0,False
fc_valid_lb_std,0.9344118933100131,0.9636253551301756,0.9344118933100131,0.9078543220710839,1111.1503493785858,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,2,3,0.0,150,False,42,0,False
fc_valid_lb_std,0.9335040359724586,0.9582655574661896,0.9335040359724586,0.9063894322702596,1106.393807888031,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,14,0.0,175,False,42,0,False
fc_valid_lb_std,0.9339933478036822,0.9606306515186646,0.9339933478036822,0.9074224139819094,1100.8496227264404,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,14,0.0,125,False,42,0,False
fc_valid_lb_mm_0-1,0.9342583776865567,0.9582907095694225,0.9342583776865567,0.9072859344045785,1096.8070526123047,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,14,0.0,150,False,42,0,False
fc_valid_lb_mm_0-1,0.9337518740629686,0.9614206128133704,0.9337518740629686,0.9070959264126149,1099.4257485866547,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,14,0.0,138,False,42,0,False
fc_valid_lb_mm_0-1,0.9344830277019118,0.9596751740139211,0.9344830277019118,0.9078577699736612,1095.2314360141754,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,14,0.0,175,False,42,0,False
fc_valid_lb_mm_0-10,0.9343786113627136,0.9585427135678392,0.9343786113627136,0.9074530878336712,1103.3618059158325,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,14,0.0,150,False,42,0,False
fc_valid_lb_mm_0-10,0.9338141175736006,0.9596774193548387,0.9338141175736006,0.9071234557084028,1096.492978811264,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,14,0.0,150,False,42,0,False
fc_valid_lb_mm_0-10,0.932748172674455,0.9618533680684779,0.932748172674455,0.9056901309737614,1100.8667862415314,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,14,0.0,138,False,42,0,False
fc_valid_lb_mm_0-100,0.9343062275636023,0.9629956766305611,0.9343062275636023,0.9077762440018405,1103.4211995601654,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,14,0.0,175,False,42,0,False
fc_valid_lb_mm_0-100,0.9343573892817559,0.9654115789962394,0.9343573892817559,0.9081737383442884,1109.3346915245056,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,14,0.0,175,False,42,0,False
fc_valid_lb_mm_0-100,0.9362984711008386,0.9613070443395353,0.9362984711008386,0.9105855016550122,1103.0858285427094,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,14,0.0,125,False,42,0,False
fc_valid_lb_mm_0-1000,0.9359888866343047,0.9650687476774433,0.9359888866343047,0.9101701969202461,1118.8822696208954,True,0.0,balanced,entropy,30,auto,None,None,0.0,2,3,0.0,150,False,42,0,False
fc_valid_lb_mm_0-1000,0.9366219169528567,0.9682899731506343,0.9366219169528567,0.9115352769425198,1120.0784771442413,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,2,14,0.0,175,False,42,0,False
fc_valid_lb_mm_0-1000,0.937794636445943,0.9663051538746755,0.937794636445943,0.9127684258914696,1108.7126019001007,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,14,0.0,125,False,42,0,False
lr_valid_lb_none,0.9350947287021524,0.9688590031780482,0.9350947287021524,0.9297615948227768,2706.772964000702,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,14,0.0,150,False,42,0,False
lr_valid_lb_none,0.9335107524573979,0.9704303679733369,0.9335107524573979,0.9282252309859417,2697.2359161376953,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,14,0.0,138,False,42,0,False
lr_valid_lb_none,0.9327995326380178,0.967921167770163,0.9327995326380178,0.9274504711731097,2668.6766681671143,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,14,0.0,162,False,42,0,False
lr_valid_lb_std,0.9273194149826951,0.961217657190409,0.9273194149826951,0.9214942347473586,2707.6874322891235,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,3,0.0,175,False,42,0,False
lr_valid_lb_std,0.9266764099037139,0.9601048849179372,0.9266764099037139,0.9205799368662179,2718.4697799682617,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,3,0.0,162,False,42,0,False
lr_valid_lb_std,0.9259901755350212,0.9603390093479695,0.9259901755350212,0.9199457511239921,2704.4263377189636,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,3,0.0,138,False,42,0,False
lr_valid_lb_mm_0-1,0.9283125493833523,0.9563972053956765,0.9283125493833523,0.9221238442663483,2692.2727127075195,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,3,0.0,162,False,42,0,False
lr_valid_lb_mm_0-1,0.9280594706084565,0.9559639793502309,0.9280594706084565,0.9216821817841605,2680.5197608470917,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,3,0.0,125,False,42,0,False
lr_valid_lb_mm_0-1,0.9277720562993478,0.9560045719599373,0.9277720562993478,0.9214280379415939,2719.8494548797607,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,3,0.0,175,False,42,0,False
lr_valid_lb_mm_0-10,0.9291903171236464,0.9596953901602496,0.9291903171236464,0.9231500465983226,2786.0058138370514,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,3,0.0,125,False,42,0,False
lr_valid_lb_mm_0-10,0.9293749624014919,0.9596247407493556,0.9293749624014919,0.9233638584777216,2702.081254720688,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,3,0.0,150,False,42,0,False
lr_valid_lb_mm_0-10,0.9291807555654726,0.9605621822259168,0.9291807555654726,0.9233270771003289,2752.2314932346344,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,3,0.0,162,False,42,0,False
lr_valid_lb_mm_0-100,0.9323841275842513,0.9624861867741998,0.9323841275842513,0.926568434411773,2873.7147228717804,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,3,0.0,150,False,42,0,False
lr_valid_lb_mm_0-100,0.9334776111712269,0.9619248971991621,0.9334776111712269,0.9275614409157221,2758.1665077209473,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,3,0.0,175,False,42,0,False
lr_valid_lb_mm_0-100,0.9319855310300978,0.9605082483996364,0.9319855310300978,0.9261883893105571,2731.6938683986664,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,3,0.0,125,False,42,0,False
lr_valid_lb_mm_0-1000,0.9351172925996922,0.9609681301191724,0.9351172925996922,0.9291733133151918,2665.8585472106934,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,14,0.0,162,False,42,0,False
