Dataset,Precision_mean,Precision_std,Precision_min,Precision_max,Recall_mean,Recall_std,Recall_min,Recall_max,Accuracy_mean,Accuracy_std,Accuracy_min,Accuracy_max,F1_mean,F1_std,F1_min,F1_max,ROC_AUC_mean,ROC_AUC_std,ROC_AUC_min,ROC_AUC_max,P_R_AUC_mean,P_R_AUC_std,P_R_AUC_min,P_R_AUC_max,Runtime(seconds)_mean,Runtime(seconds)_std,Runtime(seconds)_min,Runtime(seconds)_max
lr_mm_0-10_22_opt-01,0.92226,0.00585,0.91504,0.93045,0.95277,0.00477,0.9448,0.96059,0.92226,0.00585,0.91504,0.93045,0.91576,0.00579,0.90825,0.92373,0.96635,0.00625,0.95928,0.97584,0.95427,0.01108,0.94283,0.97095,2.38563,0.1049,2.2495,2.7831
lr_none_22_opt-02,0.92243,0.00094,0.92042,0.92376,0.95017,0.00301,0.94352,0.95456,0.92243,0.00094,0.92042,0.92376,0.91563,0.00114,0.91314,0.91718,0.95903,0.00058,0.95782,0.95997,0.94655,0.00121,0.94496,0.94831,2.42367,0.05371,2.35886,2.50186
lr_mm_0-1000_15_default,0.92421,0.00066,0.92333,0.92548,0.92801,0.00132,0.92621,0.93061,0.92421,0.00066,0.92333,0.92548,0.91559,0.00075,0.91472,0.91721,0.94383,0.00074,0.94247,0.94506,0.93724,0.0008,0.93543,0.93852,2.03389,0.03241,1.99433,2.08135
lr_mm_0-1000_22_default,0.92505,0.00122,0.92267,0.92686,0.91631,0.00187,0.91327,0.92026,0.92505,0.00122,0.92267,0.92686,0.9155,0.00137,0.9129,0.91768,0.93501,0.00107,0.93334,0.93714,0.93728,0.00101,0.93568,0.93876,2.47633,0.13486,2.37613,2.81044
lr_mm_0-100_15_opt-01,0.92108,0.00504,0.91574,0.92684,0.95776,0.00226,0.95341,0.96159,0.92108,0.00504,0.91574,0.92684,0.91498,0.00504,0.90956,0.92079,0.96342,0.00504,0.958,0.96925,0.94831,0.01003,0.93753,0.96025,1.9485,0.07496,1.85894,2.11975
lr_mm_0-100_10_opt-01,0.92104,0.00464,0.91437,0.92641,0.95648,0.00225,0.95152,0.95997,0.92104,0.00464,0.91437,0.92641,0.91484,0.00467,0.90784,0.92014,0.96362,0.00478,0.95716,0.96907,0.94791,0.01034,0.9352,0.95926,1.68059,0.05696,1.5887,1.79643
lr_std_10_default,0.92268,0.00083,0.92158,0.92412,0.93056,0.00137,0.92898,0.93339,0.92268,0.00083,0.92158,0.92412,0.91426,0.00092,0.91299,0.91576,0.94772,0.0007,0.94646,0.94891,0.93709,0.00101,0.93491,0.93881,1.77739,0.03278,1.73399,1.82942
lr_mm_0-1_22_opt-01,0.92072,0.00573,0.91459,0.93045,0.95185,0.00454,0.9448,0.96059,0.92072,0.00573,0.91459,0.93045,0.91415,0.00576,0.90766,0.92373,0.96492,0.00595,0.95928,0.97584,0.95179,0.01052,0.94212,0.97095,2.40632,0.10214,2.2495,2.7831
lr_mm_0-100_15_opt-02,0.92019,0.00437,0.91397,0.92601,0.95134,0.00393,0.94483,0.95814,0.92019,0.00437,0.91397,0.92601,0.91356,0.00457,0.90684,0.91953,0.95686,0.00656,0.94924,0.96472,0.94136,0.01203,0.92649,0.95448,1.94095,0.05533,1.84118,2.02076
lr_none_15_opt-01,0.91961,0.00072,0.91828,0.92041,0.95744,0.00287,0.95244,0.96255,0.91961,0.00072,0.91828,0.92041,0.91351,0.00081,0.91227,0.9144,0.96266,0.0006,0.9617,0.96396,0.94753,0.00061,0.94625,0.94838,1.95336,0.05858,1.90583,2.08058
