Dataset,Precision_mean,Precision_std,Precision_min,Precision_max,Recall_mean,Recall_std,Recall_min,Recall_max,Accuracy_mean,Accuracy_std,Accuracy_min,Accuracy_max,F1_mean,F1_std,F1_min,F1_max,ROC_AUC_mean,ROC_AUC_std,ROC_AUC_min,ROC_AUC_max,P_R_AUC_mean,P_R_AUC_std,P_R_AUC_min,P_R_AUC_max,Runtime(seconds)_mean,Runtime(seconds)_std,Runtime(seconds)_min,Runtime(seconds)_max
lr_mm_0-1_10_opt-02,0.91,0.00405,0.90431,0.91866,0.95645,0.0066,0.94675,0.97661,0.91,0.00405,0.90431,0.91866,0.90402,0.00444,0.89778,0.91392,0.95713,0.00277,0.95372,0.96347,0.93071,0.00459,0.92515,0.94241,381.14317,68.68583,214.31531,476.21971
lr_mm_0-1000_22_opt-02,0.9211,0.00173,0.91887,0.92378,0.9607,0.015,0.93114,0.97808,0.9211,0.00173,0.91887,0.92378,0.91516,0.00216,0.91168,0.91863,0.97135,0.00256,0.96726,0.97516,0.95763,0.00478,0.94951,0.96331,380.42199,76.93557,168.74574,442.32438
lr_mm_0-100_22_default,0.91732,0.00252,0.91208,0.92133,0.95327,0.0151,0.92587,0.97288,0.91732,0.00252,0.91208,0.92133,0.91088,0.0034,0.90371,0.91579,0.9675,0.00249,0.96316,0.97105,0.9511,0.00558,0.94151,0.95853,377.17376,77.31937,263.42092,520.80584
lr_mm_0-1000_15_opt-02,0.91974,0.00236,0.91511,0.92266,0.96157,0.00969,0.94529,0.97403,0.91974,0.00236,0.91511,0.92266,0.9139,0.00283,0.90917,0.91753,0.96835,0.00265,0.96299,0.97154,0.9516,0.00535,0.93976,0.95819,369.23512,30.97059,316.97787,429.99258
lr_mm_0-1_15_opt-01,0.91369,0.0059,0.90639,0.92432,0.95268,0.01262,0.89416,0.978,0.91369,0.0059,0.90639,0.92432,0.90726,0.0063,0.89933,0.91901,0.96258,0.00663,0.95526,0.97331,0.94054,0.01349,0.92546,0.96169,366.57267,306.40828,95.9012,1085.78939
lr_mm_0-1000_10_opt-02,0.91594,0.00157,0.91396,0.91866,0.96529,0.00626,0.95261,0.97661,0.91594,0.00157,0.91396,0.91866,0.91057,0.00199,0.90817,0.91392,0.96103,0.00156,0.95876,0.96347,0.93638,0.00387,0.93033,0.94241,364.23853,39.21527,293.63313,412.79962
lr_mm_0-100_15_default,0.9178,0.00191,0.9143,0.92093,0.95831,0.00927,0.94528,0.97518,0.9178,0.00191,0.9143,0.92093,0.91174,0.00194,0.90869,0.91548,0.96638,0.00278,0.96038,0.96995,0.94824,0.00635,0.93475,0.95653,343.55943,73.82141,204.66077,472.34455
lr_mm_0-1_10_opt-01,0.91022,0.00459,0.90522,0.91941,0.95679,0.0071,0.94737,0.9763,0.91022,0.00459,0.90522,0.91941,0.90424,0.00496,0.89892,0.91339,0.95739,0.00327,0.95357,0.96549,0.93106,0.00567,0.92379,0.94633,335.21582,310.04689,75.0975,952.81586
lr_none_10_opt-01,0.91341,0.00095,0.91197,0.91491,0.95713,0.00872,0.93956,0.96582,0.91341,0.00095,0.91197,0.91491,0.90736,0.00129,0.90583,0.90947,0.96099,0.00086,0.95979,0.96221,0.93946,0.00182,0.93654,0.94173,334.53988,111.54571,221.8343,567.36348
lr_mm_0-10_22_default,0.91465,0.00438,0.90751,0.92133,0.95261,0.01235,0.92587,0.97288,0.91465,0.00438,0.90751,0.92133,0.9082,0.00478,0.90079,0.91579,0.96408,0.00534,0.95569,0.97105,0.94381,0.01145,0.92699,0.95853,316.60301,111.50834,129.54054,520.80584
lr_mm_0-1000_15_default,0.9166,0.00175,0.9143,0.92082,0.95895,0.01087,0.94528,0.97518,0.9166,0.00175,0.9143,0.92082,0.91064,0.0017,0.90869,0.91448,0.96433,0.00232,0.96038,0.96995,0.94331,0.00488,0.93475,0.95491,312.00452,85.99942,204.66077,472.34455
lr_none_15_default,0.9221,0.0015,0.91958,0.92368,0.95384,0.0146,0.91982,0.96593,0.9221,0.0015,0.91958,0.92368,0.9156,0.00263,0.91013,0.91816,0.97495,0.00078,0.9738,0.97591,0.96574,0.00127,0.96413,0.96737,297.43897,70.44179,182.93521,386.15646
lr_mm_0-1000_10_default,0.91289,0.00138,0.91086,0.91557,0.96397,0.00703,0.95208,0.97194,0.91289,0.00138,0.91086,0.91557,0.90749,0.00172,0.90478,0.91035,0.95857,0.00085,0.95735,0.95979,0.92976,0.00192,0.92715,0.93235,285.07244,109.92625,31.19553,414.40841
lr_mm_0-1_22_default,0.91324,0.00454,0.90751,0.92133,0.95238,0.01075,0.92587,0.97288,0.91324,0.00454,0.90751,0.92133,0.9068,0.00482,0.90079,0.91579,0.96222,0.00565,0.95556,0.97105,0.93997,0.01197,0.92643,0.95853,272.89833,124.29706,93.91458,520.80584
lr_mm_0-10_15_default,0.91473,0.00474,0.90637,0.92093,0.95646,0.00815,0.94528,0.97518,0.91473,0.00474,0.90637,0.92093,0.90862,0.00482,0.90083,0.91548,0.96313,0.00522,0.95553,0.96995,0.94186,0.01056,0.92756,0.95653,262.27305,132.43286,51.26375,472.34455
lr_none_10_default,0.91301,0.00104,0.91156,0.91503,0.95346,0.00712,0.94216,0.96364,0.91301,0.00104,0.91156,0.91503,0.9067,0.00126,0.90467,0.90863,0.96091,0.0011,0.95915,0.96208,0.93924,0.00247,0.9348,0.94155,239.3552,36.60707,167.06,295.25727
lr_mm_0-1_15_default,0.91313,0.00498,0.90637,0.92093,0.95529,0.00749,0.94471,0.97518,0.91313,0.00498,0.90637,0.92093,0.90697,0.00508,0.89994,0.91548,0.96148,0.00535,0.95553,0.96995,0.9387,0.01067,0.92756,0.95653,212.8599,143.8503,37.14999,472.34455
lr_std_22_default,0.91015,0.00096,0.90854,0.91166,0.95268,0.0049,0.94611,0.95948,0.91015,0.00096,0.90854,0.91166,0.90385,0.00125,0.90193,0.90566,0.95726,0.0008,0.95579,0.9587,0.92867,0.00175,0.92625,0.9323,207.81609,35.32765,151.0041,262.45746
lr_std_15_opt-01,0.90888,0.00104,0.90716,0.91064,0.95419,0.00306,0.94972,0.95995,0.90888,0.00104,0.90716,0.91064,0.90278,0.00113,0.90091,0.9045,0.95602,0.00083,0.95504,0.95782,0.9256,0.00158,0.92407,0.92918,199.80789,35.5233,155.16015,261.6898
lr_mm_0-100_10_default,0.91015,0.00313,0.90473,0.91557,0.95847,0.0076,0.94971,0.97194,0.91015,0.00313,0.90473,0.91557,0.90435,0.00358,0.89823,0.91035,0.95675,0.002,0.95377,0.95979,0.92822,0.00215,0.92551,0.93235,199.24165,121.6601,31.19553,414.40841
lr_mm_0-10_10_default,0.90897,0.00308,0.90473,0.91557,0.95688,0.00682,0.94571,0.97194,0.90897,0.00308,0.90473,0.91557,0.90305,0.00349,0.89823,0.91035,0.95605,0.00194,0.95377,0.95979,0.92763,0.00206,0.92491,0.93235,142.73691,127.71525,23.05046,414.40841
lr_mm_0-1_10_default,0.90828,0.00292,0.90473,0.91557,0.95602,0.00634,0.94571,0.97194,0.90828,0.00292,0.90473,0.91557,0.90233,0.00327,0.89823,0.91035,0.9557,0.00181,0.95377,0.95979,0.92734,0.002,0.92442,0.93235,117.59023,118.81516,23.05046,414.40841
lr_std_10_opt-01,0.90705,0.00093,0.90549,0.90886,0.95226,0.00294,0.94899,0.95726,0.90705,0.00093,0.90549,0.90886,0.90079,0.00095,0.89951,0.90254,0.95503,0.00049,0.95399,0.95573,0.92681,0.00077,0.92586,0.92816,109.72287,25.09969,80.93002,160.37838
lr_std_15_default,0.90902,0.00078,0.90802,0.91048,0.95038,0.00265,0.94797,0.95587,0.90902,0.00078,0.90802,0.91048,0.90248,0.00066,0.90167,0.90373,0.95676,0.00059,0.95582,0.95766,0.92886,0.00092,0.92738,0.93019,108.32468,34.27419,56.88656,148.68589
lr_std_10_default,0.90718,0.00034,0.90653,0.90768,0.95276,0.00251,0.94942,0.95777,0.90718,0.00034,0.90653,0.90768,0.90093,0.00045,0.90023,0.90148,0.95529,0.00037,0.95466,0.95593,0.92733,0.00099,0.92596,0.92902,31.07139,5.44495,25.71593,38.70393
