Dataset,Precision,Recall,Accuracy,F1,Runtime,xbc__objective,xbc__use_label_encoder,xbc__base_score,xbc__booster,xbc__colsample_bylevel,xbc__colsample_bynode,xbc__colsample_bytree,xbc__enable_categorical,xbc__gamma,xbc__gpu_id,xbc__importance_type,xbc__interaction_constraints,xbc__learning_rate,xbc__max_delta_step,xbc__max_depth,xbc__min_child_weight,xbc__missing,xbc__monotone_constraints,xbc__n_estimators,xbc__n_jobs,xbc__num_parallel_tree,xbc__predictor,xbc__random_state,xbc__reg_alpha,xbc__reg_lambda,xbc__scale_pos_weight,xbc__subsample,xbc__tree_method,xbc__validate_parameters,xbc__verbosity
fc_valid_lb_mm_0-100,0.9375,0.9552815262912983,0.9375,0.9111446451555635,64.03437185287476,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_mm_0-100,0.937883351801851,0.9528218489740846,0.937883351801851,0.9114335306422181,63.49921011924744,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_mm_0-100,0.9367650044509691,0.9537785670888442,0.9367650044509691,0.9097514766521787,66.75462436676025,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_mm_0-1000,0.9386579674403359,0.954199182460052,0.9386579674403359,0.9126938285866618,64.04011559486389,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_mm_0-1000,0.9391072181366809,0.9562135695966426,0.9391072181366809,0.9131635197719986,63.970091581344604,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_mm_0-1000,0.936180841763457,0.9537348272642391,0.936180841763457,0.9090464112490545,63.5304970741272,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_mm_0-1000,0.9393873153670799,0.9542663068763376,0.9393873153670799,0.9135489043292356,63.86437726020813,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_mm_0-1000,0.9384408770066838,0.9553351031624051,0.9384408770066838,0.9123337632878175,64.16065192222595,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_none,0.9331001349342088,0.9559680049701017,0.9331001349342088,0.9267484754949935,126.76155138015747,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_none,0.9322535162832285,0.9569144699780493,0.9322535162832285,0.925941241705983,124.93032145500183,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_none,0.9334237614072439,0.958582399938096,0.9334237614072439,0.9274277318709702,125.97321724891663,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_none,0.9334960551420665,0.9570366343745753,0.9334960551420665,0.9272265588262953,125.98721504211426,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_none,0.9337094378182506,0.9574959261271049,0.9337094378182506,0.9274667869289889,124.35621047019958,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_std,0.9326048297724285,0.9610117546650114,0.9326048297724285,0.9266363049760129,123.67048335075378,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_std,0.9335075743246729,0.9609067463010723,0.9335075743246729,0.9276113815050542,125.19833993911743,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_std,0.9312286674748308,0.9637594043279298,0.9312286674748308,0.9255248824542618,124.50011372566223,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_std,0.9327057571674976,0.9639948813401582,0.9327057571674976,0.9269015659955258,123.9031822681427,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_std,0.931101465469079,0.9621051814175613,0.931101465469079,0.9251778146993486,123.75768733024597,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_mm_0-1,0.9333533860433139,0.9574001474983503,0.9333533860433139,0.9271263050076585,127.27587246894836,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_mm_0-1,0.9336709730031332,0.9567793656326246,0.9336709730031332,0.9274780143974021,128.37708353996277,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_mm_0-1,0.9334844854387275,0.9574917210527335,0.9334844854387275,0.9273649757570642,127.43475127220154,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_mm_0-1,0.9345259576223127,0.9589282600693569,0.9345259576223127,0.9285272103100906,127.84875345230103,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_mm_0-1,0.933684246681207,0.9589656240322081,0.933684246681207,0.9276947130913483,128.16761565208435,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_mm_0-10,0.9336081411825325,0.958338982394298,0.9336081411825325,0.9275384053012906,127.71989488601685,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_mm_0-10,0.9344512849574543,0.9574208065798917,0.9344512849574543,0.9282154476896168,129.82776284217834,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_mm_0-10,0.9344263703042067,0.9584490223870454,0.9344263703042067,0.9282161694606106,129.0067229270935,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_mm_0-10,0.9347450710880116,0.9589621084115054,0.9347450710880116,0.9285741151690677,131.6620795726776,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_mm_0-10,0.9328500506759658,0.9591812978950431,0.9328500506759658,0.9267291471415181,127.95256900787354,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_mm_0-100,0.9330009027210592,0.9581781502172564,0.9330009027210592,0.9268846460571374,126.53926682472229,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_mm_0-100,0.9344517170884228,0.9579241547956372,0.9344517170884228,0.9282443322331614,126.33594274520874,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_mm_0-100,0.934124527003784,0.9604766787255035,0.934124527003784,0.9283817644638916,126.48026061058044,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_mm_0-100,0.9340269425066153,0.9581490104772992,0.9340269425066153,0.9278594579360234,126.94644069671631,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_mm_0-100,0.9335876092054738,0.9561150382492496,0.9335876092054738,0.9273873146174005,126.37358093261719,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_mm_0-1000,0.9351738012741702,0.9523652258377854,0.9351738012741702,0.9285890174833784,128.3143379688263,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_mm_0-1000,0.9346031964136959,0.9505596653627174,0.9346031964136959,0.9280143687668384,128.15314483642578,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_mm_0-1000,0.9340038305949446,0.9511666182592701,0.9340038305949446,0.9274615311998489,128.51594185829163,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_mm_0-1000,0.9358982074538967,0.9515828677839852,0.9358982074538967,0.9293725371324645,127.89786696434021,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
lr_valid_lb_mm_0-1000,0.9348597448344002,0.9521275562719699,0.9348597448344002,0.9282238673154477,128.79363012313843,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
