Dataset,Precision,Recall,Accuracy,F1,Runtime,mlp__activation,mlp__alpha,mlp__batch_size,mlp__beta_1,mlp__beta_2,mlp__early_stopping,mlp__epsilon,mlp__hidden_layer_sizes,mlp__learning_rate,mlp__learning_rate_init,mlp__max_fun,mlp__max_iter,mlp__momentum,mlp__n_iter_no_change,mlp__nesterovs_momentum,mlp__power_t,mlp__random_state,mlp__shuffle,mlp__solver,mlp__tol,mlp__validation_fraction,mlp__verbose,mlp__warm_start
lr_valid_lb_mm_0-100,0.9169645312070388,0.9363495446618872,0.9169645312070388,0.9090994600899223,8211.7643866539,relu,1e-05,auto,0.9,0.999,False,1e-05,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-1000,0.9201875917988713,0.9766367782329752,0.9201875917988713,0.9158104557397844,5734.267793178558,relu,1e-05,auto,0.5,0.5,False,1e-05,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-1000,0.925362617721867,0.9531423020883925,0.925362617721867,0.9186795491143317,6144.142034769058,relu,1e-05,auto,0.5,0.5,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-1000,0.9234523349228853,0.9557810590038611,0.9234523349228853,0.9170708095579405,5464.936212301254,tanh,1e-05,auto,0.5,0.5,False,1e-05,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_none,0.934196147000968,0.9497725373688608,0.934196147000968,0.906613492854769,1286.2593395709991,relu,1e-05,auto,0.5,0.9,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_none,0.93294005649453,0.9560837472726429,0.93294005649453,0.9055334491173301,1332.3530180454254,tanh,1e-05,auto,0.9,0.9,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_none,0.9335873452115118,0.944261534894505,0.9335873452115118,0.9054447631116743,1247.6575741767883,tanh,1e-05,auto,0.9,0.2,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_std,0.9329190218918835,0.9492810944116141,0.9329190218918835,0.9047407867311188,900.6087536811829,relu,1e-05,auto,0.9,0.2,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_std,0.9333551789782479,0.9475312918571891,0.9333551789782479,0.9057195205403854,970.6092734336853,tanh,1e-05,auto,0.5,0.9,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_std,0.9322245646911845,0.9525295816640268,0.9322245646911845,0.9040544722995976,1008.4846217632294,relu,1e-05,auto,0.9,0.2,False,1e-05,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1,0.93525022634323,0.94637560252132,0.93525022634323,0.907793535766683,876.6266865730286,relu,1e-05,auto,0.5,0.9,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1,0.9329378707461755,0.9507915933709842,0.9329378707461755,0.905320227443029,958.1313922405243,tanh,1e-05,auto,0.9,0.2,False,1e-05,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1,0.9340283738860362,0.9505420369422602,0.9340283738860362,0.9062479206866724,893.9514803886414,tanh,1e-05,auto,0.9,0.2,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-10,0.9339921627402308,0.9485924683072334,0.9339921627402308,0.9059064405572617,809.6692299842834,relu,1e-05,auto,0.9,0.2,False,1e-05,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-10,0.9330440076806594,0.954760579064588,0.9330440076806594,0.9056180269788525,802.4251000881195,tanh,1e-05,auto,0.9,0.9,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-10,0.9331678143689199,0.9574735665377987,0.9331678143689199,0.9057102573140641,793.8450694084167,relu,1e-05,auto,0.5,0.9,False,1e-05,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-100,0.9335477625456703,0.9413324648739183,0.9335477625456703,0.9048343097357006,906.9259812831879,tanh,1e-05,auto,0.9,0.9,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_none,0.9328471257008105,0.9537628436545404,0.9328471257008105,0.9055235751636859,1838.7172322273254,tanh,1e-05,auto,0.9,0.9,False,1e-08,"(100,)",constant,0.002,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_none,0.9331054611290599,0.9480452914589255,0.9331054611290599,0.9047089688292055,1972.6608493328094,tanh,1e-05,auto,0.9,0.9,False,1e-08,"(100,)",constant,0.002,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_none,0.9343200162365541,0.9500417478430281,0.9343200162365541,0.9068609001748986,1899.6839997768402,tanh,1e-05,auto,0.5,0.9,False,1e-05,"(100,)",constant,0.002,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_std,0.9335622853574773,0.9522729376909546,0.9335622853574773,0.9062513767126305,1393.8959770202637,relu,1e-05,auto,0.9,0.2,False,1e-05,"(100,)",constant,0.0005,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_std,0.9338940994709656,0.9566982408660352,0.9338940994709656,0.9063701869943858,1318.8072340488434,tanh,1e-05,auto,0.9,0.2,False,1e-08,"(100,)",constant,0.0005,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_std,0.9343392575717384,0.9539458350813406,0.9343392575717384,0.9067747795648897,1298.8380784988403,relu,1e-05,auto,0.9,0.9,False,1e-08,"(100,)",constant,0.0005,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1,0.9312907960898217,0.9380469186371253,0.9312907960898217,0.9015792063705096,1240.793363571167,relu,1e-05,auto,0.5,0.2,False,1e-05,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1,0.934485342324623,0.9481498720037236,0.934485342324623,0.9066067335721757,1278.3234028816223,relu,1e-05,auto,0.9,0.2,False,1e-08,"(100,)",constant,0.0005,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1,0.9327139287945034,0.9451793199813694,0.9327139287945034,0.9040204922597171,1295.0926513671875,relu,1e-05,auto,0.9,0.2,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-10,0.9339890710382514,0.9494426565925097,0.9339890710382514,0.9059231898891905,1139.0794472694397,relu,1e-05,auto,0.9,0.9,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-10,0.9328254523315173,0.9503526354862658,0.9328254523315173,0.9049417898248172,1207.3905925750732,relu,1e-05,auto,0.9,0.9,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-10,0.932440876003624,0.9511467462241283,0.932440876003624,0.9041721135311193,1159.448683977127,relu,1e-05,auto,0.9,0.2,False,1e-05,"(100,)",constant,0.0005,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-100,0.9331646439560782,0.945428412462908,0.9331646439560782,0.9050398348904819,1408.1310548782349,relu,1e-05,auto,0.9,0.9,False,1e-08,"(100,)",constant,0.0005,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-100,0.9340201357995785,0.9529116745611591,0.9340201357995785,0.9066207170786666,1321.2963464260101,relu,1e-05,auto,0.9,0.9,False,1e-05,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-100,0.9308411798691463,0.9511854301551074,0.9308411798691463,0.9021669501446843,1390.067639350891,relu,1e-05,auto,0.5,0.9,False,1e-05,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1000,0.9335040359724586,0.9662592368824651,0.9335040359724586,0.9070919046268624,2102.4265394210815,relu,1e-05,auto,0.5,0.9,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1000,0.9328535298342024,0.9495404326432086,0.9328535298342024,0.9048682842671031,2026.8374800682068,tanh,1e-05,auto,0.9,0.9,False,1e-05,"(100,)",constant,0.0005,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1000,0.9331532853552305,0.9605141054194506,0.9331532853552305,0.9062691533140705,2032.8718476295471,tanh,1e-05,auto,0.9,0.9,False,1e-05,"(100,)",constant,0.0005,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_none,0.9230220464996347,0.9672462360369111,0.9230220464996347,0.917482079348407,8075.61238694191,relu,1e-05,auto,0.5,0.9,False,1e-05,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_none,0.9210704985518705,0.9375521692710861,0.9210704985518705,0.9131782945736434,7991.824428319931,relu,1e-05,auto,0.5,0.9,False,1e-05,"(100,)",constant,0.0005,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_none,0.9224238674640819,0.9596891694997571,0.9224238674640819,0.9162740661052787,8507.346346855164,tanh,1e-05,auto,0.9,0.9,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_std,0.9118043685526056,0.9520947669475148,0.9118043685526056,0.9056302042166793,3206.611303806305,relu,1e-05,auto,0.9,0.9,False,1e-05,"(100,)",constant,0.002,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_std,0.9098681499793985,0.9515028117122358,0.9098681499793985,0.9033487361696644,3082.0542883872986,relu,1e-05,auto,0.9,0.9,False,1e-05,"(100,)",constant,0.002,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_std,0.9092010205221156,0.9501677884895157,0.9092010205221156,0.9026147524369346,2628.495253801346,relu,1e-05,auto,0.9,0.9,False,1e-05,"(100,)",constant,0.002,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-1,0.9098611397539011,0.9480135988343856,0.9098611397539011,0.9029494485974392,2246.7387323379517,relu,1e-05,auto,0.9,0.2,False,1e-05,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-1,0.9071673410479112,0.943282771462932,0.9071673410479112,0.9000055521625673,2374.8915586471558,relu,1e-05,auto,0.9,0.9,False,1e-05,"(100,)",constant,0.002,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-1,0.9083064294545954,0.9491081814656843,0.9083064294545954,0.9016567055594951,2276.711808681488,relu,1e-05,auto,0.9,0.9,False,1e-08,"(100,)",constant,0.0005,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-10,0.9086673200254466,0.9541074065438719,0.9086673200254466,0.9023852401778824,2875.765792131424,relu,1e-05,auto,0.9,0.9,False,1e-05,"(100,)",constant,0.0005,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-10,0.9076856983288224,0.956146810324781,0.9076856983288224,0.9018149251548991,2911.2217168807983,relu,1e-05,auto,0.9,0.9,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-10,0.910146022371211,0.9525652687193977,0.910146022371211,0.9038904753597106,3049.6547191143036,tanh,1e-05,auto,0.9,0.9,False,1e-08,"(100,)",constant,0.002,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-100,0.9183585795664464,0.9376873537432069,0.9183585795664464,0.9107558794800511,8625.796615123749,tanh,1e-05,auto,0.9,0.9,False,1e-05,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-100,0.9213862406596238,0.9662538699690403,0.9213862406596238,0.9160467782618664,8687.1035592556,tanh,1e-05,auto,0.9,0.9,False,1e-08,"(100,)",constant,0.002,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-100,0.9171583404185882,0.926757944884482,0.9171583404185882,0.9084437526101978,8695.734042406082,tanh,1e-05,auto,0.5,0.9,False,1e-05,"(100,)",constant,0.002,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-1000,0.9244812921517247,0.9531035283643331,0.9244812921517247,0.9180633494285874,6778.810608625412,tanh,1e-05,auto,0.5,0.9,False,1e-08,"(100,)",constant,0.0005,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-1000,0.9277081525893984,0.9588379133674895,0.9277081525893984,0.9215145015387486,6818.250381469727,tanh,1e-05,auto,0.9,0.9,False,1e-08,"(100,)",constant,0.0005,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-1000,0.9248642331752251,0.9650930399518792,0.9248642331752251,0.9192016263167622,6913.332813024521,relu,1e-05,auto,0.5,0.9,False,1e-08,"(100,)",constant,0.0005,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_none,0.9350643267549338,0.9538147012359446,0.9350643267549338,0.9080172509123079,3419.33447265625,relu,1e-05,auto,0.5,0.9,False,1e-05,"(100,)",constant,0.001,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_none,0.9319416687484386,0.939550227674008,0.9319416687484386,0.9027030646637352,3129.442351102829,relu,1e-05,auto,0.5,0.9,False,1e-05,"(100,)",constant,0.001,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_none,0.9346176663440222,0.9484727509052084,0.9346176663440222,0.9070407529077511,3214.3245766162872,relu,1e-05,auto,0.9,0.9,False,1e-05,"(100,)",constant,0.0005,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_std,0.9349444990866939,0.9465163744317655,0.9349444990866939,0.9073526469084199,2412.5736935138702,tanh,1e-05,auto,0.9,0.9,False,1e-08,"(100,)",constant,0.001,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_std,0.933046030853788,0.9485136520361569,0.933046030853788,0.9047153459846229,2940.309173345566,relu,1e-05,auto,0.9,0.9,False,1e-05,"(100,)",constant,0.001,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_std,0.9325888324873096,0.9496001487818486,0.9325888324873096,0.904437162341688,2289.735517024994,relu,1e-05,auto,0.9,0.9,False,1e-05,"(100,)",constant,0.001,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1,0.9338402923081728,0.9574240379693826,0.9338402923081728,0.9066513913062636,2257.4988689422607,relu,1e-05,auto,0.9,0.2,False,1e-05,"(100,)",constant,0.0005,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1,0.9325923381935122,0.9416682147501393,0.9325923381935122,0.9037664363717406,2308.1589753627777,relu,1e-05,auto,0.9,0.9,False,1e-08,"(100,)",constant,0.001,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1,0.9333125195129566,0.9590315711508194,0.9333125195129566,0.9065330591169649,2537.857052087784,relu,1e-05,auto,0.5,0.9,False,1e-05,"(100,)",constant,0.001,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-10,0.9342177136168552,0.954292343387471,0.9342177136168552,0.9070459808137612,2322.4496121406555,relu,1e-05,auto,0.5,0.9,False,1e-08,"(100,)",constant,0.001,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-10,0.932848515114156,0.9408800335961924,0.932848515114156,0.9035871927583967,2371.79927277565,relu,1e-05,auto,0.9,0.9,False,1e-08,"(100,)",constant,0.0005,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-10,0.9329157815819068,0.9558021352976829,0.9329157815819068,0.9051813585888692,2172.722013235092,relu,1e-05,auto,0.9,0.2,False,1e-08,"(100,)",constant,0.001,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-100,0.9321782564582846,0.9550942695272592,0.9321782564582846,0.9044613997669253,2710.87920999527,tanh,1e-05,auto,0.9,0.2,False,1e-08,"(100,)",constant,0.001,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-100,0.933328126220417,0.9546047725577927,0.933328126220417,0.9056420233463035,2580.299082517624,tanh,1e-05,auto,0.5,0.9,False,1e-08,"(100,)",constant,0.0005,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-100,0.9323258972477637,0.9541109873793615,0.9323258972477637,0.9046435406172323,2627.019716501236,tanh,1e-05,auto,0.5,0.9,False,1e-05,"(100,)",constant,0.001,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1000,0.9331001311762134,0.9651623119556612,0.9331001311762134,0.9063197026022306,4145.21941447258,tanh,1e-05,auto,0.5,0.9,False,1e-05,"(100,)",constant,0.0005,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1000,0.9343333437392689,0.9603052724649821,0.9343333437392689,0.9074957672772049,4259.765997886658,tanh,1e-05,auto,0.5,0.2,False,1e-08,"(100,)",constant,0.0005,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1000,0.9339404542472429,0.9483498042140593,0.9339404542472429,0.9058485651312421,4014.339007616043,relu,1e-05,auto,0.5,0.9,False,1e-08,"(100,)",constant,0.001,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_none,0.9227697090980924,0.9601897569948689,0.9227697090980924,0.9168715910141445,17877.033551216125,tanh,1e-05,auto,0.9,0.9,False,1e-05,"(100,)",constant,0.001,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_none,0.9232354102638943,0.9548682525515154,0.9232354102638943,0.9167147886668032,18118.699837446213,tanh,1e-05,auto,0.9,0.9,False,1e-05,"(100,)",constant,0.001,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_none,0.9220753566428762,0.9502559925529439,0.9220753566428762,0.915261835604412,17293.071922540665,relu,1e-05,auto,0.9,0.9,False,1e-05,"(100,)",constant,0.001,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_std,0.9085301420115293,0.9472041864521756,0.9085301420115293,0.9017704748636853,5392.714064121246,relu,1e-05,auto,0.9,0.9,False,1e-08,"(100,)",constant,0.001,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_std,0.9091760138791075,0.9538726467116847,0.9091760138791075,0.9031353906185595,5605.007198572159,relu,1e-05,auto,0.9,0.9,False,1e-05,"(100,)",constant,0.001,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_std,0.9094108961041191,0.9561464623006657,0.9094108961041191,0.9035148677809882,5954.907627820969,relu,1e-05,auto,0.9,0.9,False,1e-05,"(100,)",constant,0.001,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-1,0.9099030292628507,0.9520895464580348,0.9099030292628507,0.9035257794481149,4737.454525947571,relu,1e-05,auto,0.5,0.9,False,1e-08,"(100,)",constant,0.001,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-1,0.9108366801111102,0.9585390886732895,0.9108366801111102,0.9051973227021689,4431.665619134903,relu,1e-05,auto,0.9,0.9,False,1e-08,"(100,)",constant,0.001,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-1,0.9108392959912042,0.9554297018949165,0.9108392959912042,0.904684946098327,5149.35129737854,relu,1e-05,auto,0.5,0.9,False,1e-05,"(100,)",constant,0.001,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-10,0.9089357395272241,0.9494859704722888,0.9089357395272241,0.902493456398953,5407.874799013138,relu,1e-05,auto,0.9,0.9,False,1e-08,"(100,)",constant,0.001,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_none,0.9346261339328931,0.9514105852179995,0.9346261339328931,0.9069410797235125,4391.029011249542,tanh,1e-05,auto,0.5,0.9,False,1e-05,"(100,)",constant,0.001,15000,200,0.5,20,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_none,0.9334218127878835,0.9422263537067163,0.9334218127878835,0.904838421710409,4227.809942960739,tanh,1e-05,auto,0.9,0.9,False,1e-05,"(100,)",constant,0.001,15000,200,0.5,20,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_none,0.93285678611562,0.9446122392082152,0.93285678611562,0.9043149466192171,4194.556991815567,tanh,1e-05,auto,0.9,0.9,False,1e-08,"(100,)",constant,0.001,15000,200,0.5,20,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_std,0.9313388533041712,0.9509122299472726,0.9313388533041712,0.9026642747990167,3038.045481443405,relu,1e-05,auto,0.9,0.9,False,1e-08,"(100,)",constant,0.0005,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_std,0.9336404090873605,0.9552405298628863,0.9336404090873605,0.906292719495524,2874.6345031261444,tanh,1e-05,auto,0.9,0.9,False,1e-05,"(100,)",constant,0.001,15000,200,0.5,20,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_std,0.9342867402538602,0.9568368721832459,0.9342867402538602,0.9072846223318722,2793.834905385971,relu,1e-05,auto,0.5,0.2,False,1e-05,"(100,)",constant,0.0005,15000,200,0.5,20,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1,0.9327973774586326,0.9462549763910749,0.9327973774586326,0.9047292362847723,2685.6761944293976,relu,1e-05,auto,0.5,0.2,False,1e-08,"(100,)",constant,0.001,15000,200,0.5,20,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1,0.9333676718486608,0.9485536518549473,0.9333676718486608,0.905400314667494,2631.235493659973,relu,1e-05,auto,0.5,0.2,False,1e-08,"(100,)",constant,0.0005,15000,200,0.5,20,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1,0.9327909555114852,0.9493623927660562,0.9327909555114852,0.9048839779005525,2508.5799946784973,relu,1e-05,auto,0.5,0.2,False,1e-08,"(100,)",constant,0.0005,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-10,0.9326693413678443,0.956384558277654,0.9326693413678443,0.9052858115378702,2518.3425850868225,relu,1e-05,auto,0.9,0.2,False,1e-05,"(100,)",constant,0.001,15000,200,0.5,20,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-10,0.9329283528015492,0.9405710027478925,0.9329283528015492,0.9038827346984446,2488.4219694137573,relu,1e-05,auto,0.5,0.9,False,1e-08,"(100,)",constant,0.001,15000,200,0.5,20,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-10,0.9325046069275698,0.9575190768658105,0.9325046069275698,0.9049692172383466,2497.2029774188995,relu,1e-05,auto,0.5,0.2,False,1e-08,"(100,)",constant,0.001,15000,200,0.5,20,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-100,0.9334395302348826,0.952460538532962,0.9334395302348826,0.9059036516977966,3037.0888307094574,relu,1e-05,auto,0.5,0.9,False,1e-08,"(100,)",constant,0.001,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-100,0.9327976283351537,0.9481677581162046,0.9327976283351537,0.9045793916299266,3065.1835448741913,tanh,1e-05,auto,0.5,0.9,False,1e-08,"(100,)",constant,0.0005,15000,200,0.5,20,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-100,0.9332157021954343,0.9475594434879717,0.9332157021954343,0.9049661148761248,2982.6144750118256,relu,1e-05,auto,0.9,0.9,False,1e-08,"(100,)",constant,0.001,15000,200,0.5,20,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1000,0.9368173022907434,0.9653241237690764,0.9368173022907434,0.9108483607459762,4559.16993021965,tanh,1e-05,auto,0.5,0.9,False,1e-05,"(100,)",constant,0.0005,15000,200,0.5,20,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1000,0.9359310603222181,0.9573295985060691,0.9359310603222181,0.909034488873127,4561.728900671005,tanh,1e-05,auto,0.5,0.9,False,1e-05,"(100,)",constant,0.0005,15000,200,0.5,20,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1000,0.9349034797276191,0.9576200223297358,0.9349034797276191,0.9080682870880938,4599.094361782074,tanh,1e-05,auto,0.5,0.9,False,1e-05,"(100,)",constant,0.0005,15000,200,0.5,20,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_none,0.9223091657146784,0.9615444075133338,0.9223091657146784,0.9166827866360847,16982.79909133911,tanh,1e-05,auto,0.9,0.9,False,1e-05,"(100,)",constant,0.001,15000,200,0.5,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_none,0.9211721007016096,0.963371811038898,0.9211721007016096,0.9154882837705793,17429.198927640915,relu,1e-05,auto,0.9,0.9,False,1e-05,"(100,)",constant,0.001,15000,200,0.5,20,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_none,0.9219816103806823,0.9585654123081103,0.9219816103806823,0.9158284119670321,17579.305252313614,tanh,1e-05,auto,0.9,0.9,False,1e-05,"(100,)",constant,0.001,15000,200,0.5,20,True,0.5,42,True,adam,0.0001,0.1,False,False
